{'latitude': 37.63319237, 'longitude': 127.07763917, 'heading': 111.2, 'velocity': 0.0, 'pwml_chk': 1501, 'pwmr_chk': 1499, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763947, 'heading': 121.6, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319327, 'longitude': 127.07763952, 'heading': 121.8, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319328, 'longitude': 127.07763956, 'heading': 122.2, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.6331934, 'longitude': 127.07763953, 'heading': 123.2, 'velocity': 0.2, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319339, 'longitude': 127.07763956, 'heading': 123.5, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319328, 'longitude': 127.0776395, 'heading': 122.5, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319328, 'longitude': 127.0776395, 'heading': 122.5, 'velocity': 0.1, 'pwml_chk': 1523, 'pwmr_chk': 1576, 'time_difference': 0.0}
{'latitude': 37.63319318, 'longitude': 127.07763948, 'heading': 121.4, 'velocity': 0.1, 'pwml_chk': 1523, 'pwmr_chk': 1576, 'time_difference': 0.2}
{'latitude': 37.63319322, 'longitude': 127.07763945, 'heading': 121.9, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319318, 'longitude': 127.07763944, 'heading': 121.7, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319314, 'longitude': 127.07763942, 'heading': 121.7, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319313, 'longitude': 127.07763954, 'heading': 122.2, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319327, 'longitude': 127.07763942, 'heading': 122.4, 'velocity': 0.3, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319327, 'longitude': 127.07763942, 'heading': 122.4, 'velocity': 0.3, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63319323, 'longitude': 127.07763955, 'heading': 122.4, 'velocity': 0.2, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319315, 'longitude': 127.07763957, 'heading': 122.7, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319312, 'longitude': 127.07763956, 'heading': 122.4, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319317, 'longitude': 127.07763947, 'heading': 122.3, 'velocity': 0.1, 'pwml_chk': 1523, 'pwmr_chk': 1576, 'time_difference': 0.2}
{'latitude': 37.63319317, 'longitude': 127.0776394, 'heading': 122.2, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319319, 'longitude': 127.07763943, 'heading': 122.2, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.6331932, 'longitude': 127.07763935, 'heading': 122.1, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.6331932, 'longitude': 127.07763935, 'heading': 122.1, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.6331932, 'longitude': 127.07763936, 'heading': 121.8, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319318, 'longitude': 127.0776393, 'heading': 121.7, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319316, 'longitude': 127.0776393, 'heading': 121.8, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319312, 'longitude': 127.07763934, 'heading': 121.9, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319317, 'longitude': 127.07763929, 'heading': 121.9, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763925, 'heading': 122.2, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763925, 'heading': 122.2, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63319328, 'longitude': 127.07763927, 'heading': 122.4, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319328, 'longitude': 127.07763922, 'heading': 122.2, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319327, 'longitude': 127.07763924, 'heading': 122.1, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319326, 'longitude': 127.0776393, 'heading': 122.1, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763934, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763934, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63319331, 'longitude': 127.07763934, 'heading': 121.9, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.6331933, 'longitude': 127.07763934, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319329, 'longitude': 127.0776393, 'heading': 121.8, 'velocity': 0.1, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319329, 'longitude': 127.07763922, 'heading': 121.8, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 40.2}
{'latitude': 37.63319326, 'longitude': 127.07763924, 'heading': 121.8, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319326, 'longitude': 127.07763924, 'heading': 121.8, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63319326, 'longitude': 127.07763922, 'heading': 121.8, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319325, 'longitude': 127.07763923, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319324, 'longitude': 127.07763924, 'heading': 121.9, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763924, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763924, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63319324, 'longitude': 127.07763926, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319325, 'longitude': 127.07763927, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763928, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763929, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319325, 'longitude': 127.07763929, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63319324, 'longitude': 127.07763928, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63319323, 'longitude': 127.0776393, 'heading': 122.0, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319323, 'longitude': 127.0776393, 'heading': 121.9, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319322, 'longitude': 127.07763929, 'heading': 121.9, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63319323, 'longitude': 127.07763928, 'heading': 121.9, 'velocity': 0.0, 'pwml_chk': 1524, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63322164, 'longitude': 127.07766047, 'heading': 57.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 4730.4}
{'latitude': 37.63322163, 'longitude': 127.07766049, 'heading': 57.5, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322162, 'longitude': 127.07766053, 'heading': 57.5, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322161, 'longitude': 127.07766056, 'heading': 57.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322161, 'longitude': 127.07766057, 'heading': 57.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322161, 'longitude': 127.07766057, 'heading': 57.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322159, 'longitude': 127.07766059, 'heading': 57.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322158, 'longitude': 127.07766061, 'heading': 57.3, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322157, 'longitude': 127.07766065, 'heading': 57.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322155, 'longitude': 127.07766067, 'heading': 57.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322154, 'longitude': 127.0776607, 'heading': 57.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322153, 'longitude': 127.07766072, 'heading': 57.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322153, 'longitude': 127.07766072, 'heading': 57.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322153, 'longitude': 127.07766075, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322152, 'longitude': 127.07766076, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.6332215, 'longitude': 127.07766082, 'heading': 57.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.6332215, 'longitude': 127.07766085, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322149, 'longitude': 127.07766089, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322148, 'longitude': 127.07766093, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322147, 'longitude': 127.07766096, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322146, 'longitude': 127.07766099, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322146, 'longitude': 127.07766102, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322145, 'longitude': 127.07766104, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322144, 'longitude': 127.07766104, 'heading': 57.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322143, 'longitude': 127.07766105, 'heading': 57.0, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322141, 'longitude': 127.07766108, 'heading': 57.0, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322141, 'longitude': 127.07766108, 'heading': 57.0, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.6332214, 'longitude': 127.0776611, 'heading': 57.0, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322139, 'longitude': 127.07766111, 'heading': 57.0, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322137, 'longitude': 127.07766115, 'heading': 57.0, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322135, 'longitude': 127.0776612, 'heading': 56.9, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322134, 'longitude': 127.07766123, 'heading': 56.9, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322133, 'longitude': 127.07766126, 'heading': 56.8, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322131, 'longitude': 127.07766129, 'heading': 56.8, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322129, 'longitude': 127.07766132, 'heading': 56.7, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322129, 'longitude': 127.07766134, 'heading': 56.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322129, 'longitude': 127.07766134, 'heading': 56.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322128, 'longitude': 127.07766136, 'heading': 56.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322127, 'longitude': 127.07766137, 'heading': 56.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322125, 'longitude': 127.07766141, 'heading': 56.5, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322125, 'longitude': 127.07766144, 'heading': 56.5, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322125, 'longitude': 127.07766147, 'heading': 56.5, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322124, 'longitude': 127.07766149, 'heading': 56.5, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322123, 'longitude': 127.07766153, 'heading': 56.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322123, 'longitude': 127.07766153, 'heading': 56.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322122, 'longitude': 127.07766159, 'heading': 56.3, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322121, 'longitude': 127.0776616, 'heading': 56.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.6332212, 'longitude': 127.07766162, 'heading': 56.3, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322119, 'longitude': 127.07766165, 'heading': 56.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322119, 'longitude': 127.07766167, 'heading': 56.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322117, 'longitude': 127.0776617, 'heading': 56.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322117, 'longitude': 127.07766173, 'heading': 56.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322117, 'longitude': 127.07766173, 'heading': 56.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322117, 'longitude': 127.07766173, 'heading': 56.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322116, 'longitude': 127.07766176, 'heading': 56.0, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322115, 'longitude': 127.07766182, 'heading': 55.8, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322114, 'longitude': 127.07766184, 'heading': 55.7, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322113, 'longitude': 127.07766186, 'heading': 55.8, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322114, 'longitude': 127.07766189, 'heading': 55.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322113, 'longitude': 127.0776619, 'heading': 55.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322113, 'longitude': 127.07766192, 'heading': 55.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322113, 'longitude': 127.07766192, 'heading': 55.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322112, 'longitude': 127.07766195, 'heading': 55.5, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322108, 'longitude': 127.07766198, 'heading': 55.4, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322108, 'longitude': 127.077662, 'heading': 55.3, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322107, 'longitude': 127.07766205, 'heading': 55.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322108, 'longitude': 127.07766207, 'heading': 55.2, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322107, 'longitude': 127.0776621, 'heading': 55.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322106, 'longitude': 127.07766211, 'heading': 55.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322106, 'longitude': 127.07766211, 'heading': 55.1, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322104, 'longitude': 127.07766217, 'heading': 54.9, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322105, 'longitude': 127.07766217, 'heading': 54.9, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322106, 'longitude': 127.07766218, 'heading': 54.9, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322106, 'longitude': 127.07766221, 'heading': 54.8, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322108, 'longitude': 127.07766221, 'heading': 54.8, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322111, 'longitude': 127.07766221, 'heading': 54.9, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322111, 'longitude': 127.07766221, 'heading': 54.9, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322111, 'longitude': 127.07766228, 'heading': 54.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.6332211, 'longitude': 127.07766231, 'heading': 54.7, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.6332211, 'longitude': 127.07766235, 'heading': 54.6, 'velocity': 0.0, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322156, 'longitude': 127.07766322, 'heading': 55.1, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 3.8}
{'latitude': 37.63322163, 'longitude': 127.07766328, 'heading': 55.2, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322174, 'longitude': 127.07766343, 'heading': 55.4, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322179, 'longitude': 127.0776635, 'heading': 55.5, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322184, 'longitude': 127.07766358, 'heading': 55.6, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.6332219, 'longitude': 127.07766366, 'heading': 55.7, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.6332219, 'longitude': 127.07766366, 'heading': 55.7, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.0}
{'latitude': 37.63322197, 'longitude': 127.07766373, 'heading': 55.9, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322204, 'longitude': 127.07766381, 'heading': 56.0, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322212, 'longitude': 127.07766388, 'heading': 56.2, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322228, 'longitude': 127.07766403, 'heading': 56.5, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.4}
{'latitude': 37.63322237, 'longitude': 127.07766412, 'heading': 56.6, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322245, 'longitude': 127.07766424, 'heading': 56.7, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322253, 'longitude': 127.07766433, 'heading': 56.8, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0.2}
{'latitude': 37.63322261, 'longitude': 127.07766444, 'heading': 56.9, 'velocity': 0.1, 'pwml_chk': 1574, 'pwmr_chk': 1525, 'time_difference': 0.2}
{'latitude': 37.6332227, 'longitude': 127.07766454, 'heading': 57.0, 'velocity': 0.1, 'pwml_chk': 1573, 'pwmr_chk': 1526, 'time_difference': 0.2}
{'latitude': 37.6332227, 'longitude': 127.07766454, 'heading': 57.0, 'velocity': 0.1, 'pwml_chk': 1573, 'pwmr_chk': 1526, 'time_difference': 0.0}
{'latitude': 37.633223, 'longitude': 127.0776649, 'heading': 57.6, 'velocity': 0.3, 'pwml_chk': 1573, 'pwmr_chk': 1526, 'time_difference': 0.4}
{'latitude': 37.63322315, 'longitude': 127.07766511, 'heading': 58.1, 'velocity': 0.3, 'pwml_chk': 1573, 'pwmr_chk': 1526, 'time_difference': 0.2}
{'latitude': 37.63322335, 'longitude': 127.07766538, 'heading': 58.7, 'velocity': 0.3, 'pwml_chk': 1573, 'pwmr_chk': 1526, 'time_difference': 0.2}
{'latitude': 37.63322356, 'longitude': 127.07766571, 'heading': 59.5, 'velocity': 0.4, 'pwml_chk': 1573, 'pwmr_chk': 1526, 'time_difference': 0.2}
{'latitude': 37.63322379, 'longitude': 127.07766605, 'heading': 60.3, 'velocity': 0.4, 'pwml_chk': 1572, 'pwmr_chk': 1527, 'time_difference': 0.2}
{'latitude': 37.63322404, 'longitude': 127.07766642, 'heading': 61.0, 'velocity': 0.4, 'pwml_chk': 1572, 'pwmr_chk': 1527, 'time_difference': 0.2}
