{'latitude': 37.63322473, 'longitude': 127.07766046, 'heading': 104.9, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0}
{'latitude': 37.63320709, 'longitude': 127.07777938, 'heading': 99.6, 'velocity': 1.3, 'pwml_chk': 1574, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63320689, 'longitude': 127.07778085, 'heading': 99.5, 'velocity': 1.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63320669, 'longitude': 127.07778227, 'heading': 99.6, 'velocity': 1.2, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63320641, 'longitude': 127.07778375, 'heading': 99.2, 'velocity': 1.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63320548, 'longitude': 127.0777874, 'heading': 93.1, 'velocity': 1.8, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.4}
{'latitude': 37.63320548, 'longitude': 127.0777874, 'heading': 93.1, 'velocity': 1.8, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.0}
{'latitude': 37.63320518, 'longitude': 127.07778955, 'heading': 89.6, 'velocity': 2.0, 'pwml_chk': 1410, 'pwmr_chk': 1739, 'time_difference': 0.2}
{'latitude': 37.63320492, 'longitude': 127.07779181, 'heading': 86.0, 'velocity': 2.0, 'pwml_chk': 1410, 'pwmr_chk': 1739, 'time_difference': 0.2}
{'latitude': 37.6332048, 'longitude': 127.07779418, 'heading': 82.4, 'velocity': 2.1, 'pwml_chk': 1445, 'pwmr_chk': 1704, 'time_difference': 0.2}
{'latitude': 37.63320487, 'longitude': 127.07779659, 'heading': 79.6, 'velocity': 2.1, 'pwml_chk': 1482, 'pwmr_chk': 1667, 'time_difference': 0.2}
{'latitude': 37.63320506, 'longitude': 127.07779902, 'heading': 77.0, 'velocity': 2.1, 'pwml_chk': 1518, 'pwmr_chk': 1631, 'time_difference': 0.2}
{'latitude': 37.63320539, 'longitude': 127.07780145, 'heading': 75.1, 'velocity': 2.1, 'pwml_chk': 1546, 'pwmr_chk': 1603, 'time_difference': 0.2}
{'latitude': 37.63320581, 'longitude': 127.07780377, 'heading': 73.3, 'velocity': 2.0, 'pwml_chk': 1546, 'pwmr_chk': 1603, 'time_difference': 0.2}
{'latitude': 37.63320626, 'longitude': 127.07780603, 'heading': 72.1, 'velocity': 2.0, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63320677, 'longitude': 127.07780818, 'heading': 71.1, 'velocity': 1.9, 'pwml_chk': 1590, 'pwmr_chk': 1559, 'time_difference': 0.2}
{'latitude': 37.63320789, 'longitude': 127.07781225, 'heading': 70.2, 'velocity': 1.8, 'pwml_chk': 1608, 'pwmr_chk': 1541, 'time_difference': 0.4}
{'latitude': 37.63320841, 'longitude': 127.07781421, 'heading': 69.8, 'velocity': 1.7, 'pwml_chk': 1628, 'pwmr_chk': 1521, 'time_difference': 0.2}
{'latitude': 37.63320898, 'longitude': 127.07781616, 'heading': 69.8, 'velocity': 1.8, 'pwml_chk': 1628, 'pwmr_chk': 1521, 'time_difference': 0.2}
{'latitude': 37.63320955, 'longitude': 127.07781805, 'heading': 70.2, 'velocity': 1.7, 'pwml_chk': 1628, 'pwmr_chk': 1521, 'time_difference': 0.2}
{'latitude': 37.63321016, 'longitude': 127.07781991, 'heading': 70.6, 'velocity': 1.7, 'pwml_chk': 1628, 'pwmr_chk': 1521, 'time_difference': 0.2}
{'latitude': 37.6332107, 'longitude': 127.07782174, 'heading': 71.2, 'velocity': 1.6, 'pwml_chk': 1628, 'pwmr_chk': 1521, 'time_difference': 0.2}
{'latitude': 37.63321126, 'longitude': 127.07782358, 'heading': 72.0, 'velocity': 1.7, 'pwml_chk': 1628, 'pwmr_chk': 1521, 'time_difference': 0.2}
{'latitude': 37.63321126, 'longitude': 127.07782358, 'heading': 72.0, 'velocity': 1.7, 'pwml_chk': 1626, 'pwmr_chk': 1523, 'time_difference': 0.0}
{'latitude': 37.6332118, 'longitude': 127.07782538, 'heading': 72.9, 'velocity': 1.7, 'pwml_chk': 1618, 'pwmr_chk': 1531, 'time_difference': 0.2}
{'latitude': 37.63321232, 'longitude': 127.07782717, 'heading': 73.6, 'velocity': 1.6, 'pwml_chk': 1618, 'pwmr_chk': 1531, 'time_difference': 0.2}
{'latitude': 37.63321283, 'longitude': 127.077829, 'heading': 74.7, 'velocity': 1.7, 'pwml_chk': 1610, 'pwmr_chk': 1539, 'time_difference': 0.2}
{'latitude': 37.6332133, 'longitude': 127.07783078, 'heading': 75.5, 'velocity': 1.6, 'pwml_chk': 1604, 'pwmr_chk': 1545, 'time_difference': 0.2}
{'latitude': 37.63321372, 'longitude': 127.07783256, 'heading': 76.4, 'velocity': 1.6, 'pwml_chk': 1594, 'pwmr_chk': 1555, 'time_difference': 0.2}
{'latitude': 37.63321449, 'longitude': 127.07783613, 'heading': 77.9, 'velocity': 1.6, 'pwml_chk': 1587, 'pwmr_chk': 1562, 'time_difference': 0.4}
{'latitude': 37.63321478, 'longitude': 127.07783786, 'heading': 78.3, 'velocity': 1.5, 'pwml_chk': 1587, 'pwmr_chk': 1562, 'time_difference': 0.2}
{'latitude': 37.6332151, 'longitude': 127.07783963, 'heading': 78.8, 'velocity': 1.6, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.6332151, 'longitude': 127.07783963, 'heading': 78.8, 'velocity': 1.6, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.0}
{'latitude': 37.63321535, 'longitude': 127.07784133, 'heading': 78.9, 'velocity': 1.5, 'pwml_chk': 1559, 'pwmr_chk': 1590, 'time_difference': 0.2}
{'latitude': 37.63321563, 'longitude': 127.07784307, 'heading': 79.0, 'velocity': 1.5, 'pwml_chk': 1559, 'pwmr_chk': 1590, 'time_difference': 0.2}
{'latitude': 37.63321586, 'longitude': 127.07784473, 'heading': 78.9, 'velocity': 1.5, 'pwml_chk': 1558, 'pwmr_chk': 1591, 'time_difference': 0.2}
{'latitude': 37.63321611, 'longitude': 127.07784643, 'heading': 78.8, 'velocity': 1.5, 'pwml_chk': 1557, 'pwmr_chk': 1592, 'time_difference': 0.2}
{'latitude': 37.63321637, 'longitude': 127.07784811, 'heading': 78.5, 'velocity': 1.5, 'pwml_chk': 1557, 'pwmr_chk': 1592, 'time_difference': 0.2}
{'latitude': 37.63321658, 'longitude': 127.07784977, 'heading': 78.2, 'velocity': 1.4, 'pwml_chk': 1557, 'pwmr_chk': 1592, 'time_difference': 0.2}
{'latitude': 37.63321707, 'longitude': 127.07785299, 'heading': 77.5, 'velocity': 1.4, 'pwml_chk': 1557, 'pwmr_chk': 1592, 'time_difference': 0.4}
{'latitude': 37.6332173, 'longitude': 127.07785464, 'heading': 76.9, 'velocity': 1.4, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.2}
{'latitude': 37.63321754, 'longitude': 127.07785622, 'heading': 76.4, 'velocity': 1.4, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.2}
{'latitude': 37.63321781, 'longitude': 127.07785784, 'heading': 75.7, 'velocity': 1.4, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.2}
{'latitude': 37.63321808, 'longitude': 127.07785941, 'heading': 75.3, 'velocity': 1.4, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.2}
{'latitude': 37.63321834, 'longitude': 127.07786101, 'heading': 74.7, 'velocity': 1.4, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.2}
{'latitude': 37.63321861, 'longitude': 127.07786261, 'heading': 74.0, 'velocity': 1.4, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.2}
{'latitude': 37.63321895, 'longitude': 127.07786418, 'heading': 73.8, 'velocity': 1.4, 'pwml_chk': 1590, 'pwmr_chk': 1559, 'time_difference': 0.2}
{'latitude': 37.63321895, 'longitude': 127.07786418, 'heading': 73.8, 'velocity': 1.4, 'pwml_chk': 1592, 'pwmr_chk': 1557, 'time_difference': 0.0}
{'latitude': 37.63321925, 'longitude': 127.07786576, 'heading': 73.2, 'velocity': 1.4, 'pwml_chk': 1592, 'pwmr_chk': 1557, 'time_difference': 0.2}
{'latitude': 37.63321959, 'longitude': 127.07786728, 'heading': 72.9, 'velocity': 1.3, 'pwml_chk': 1592, 'pwmr_chk': 1557, 'time_difference': 0.2}
{'latitude': 37.63321994, 'longitude': 127.07786879, 'heading': 72.6, 'velocity': 1.4, 'pwml_chk': 1595, 'pwmr_chk': 1554, 'time_difference': 0.2}
{'latitude': 37.63322028, 'longitude': 127.07787024, 'heading': 72.3, 'velocity': 1.3, 'pwml_chk': 1597, 'pwmr_chk': 1552, 'time_difference': 0.2}
{'latitude': 37.633221, 'longitude': 127.07787304, 'heading': 72.1, 'velocity': 1.3, 'pwml_chk': 1599, 'pwmr_chk': 1550, 'time_difference': 0.4}
{'latitude': 37.63322135, 'longitude': 127.0778744, 'heading': 72.0, 'velocity': 1.2, 'pwml_chk': 1601, 'pwmr_chk': 1548, 'time_difference': 0.2}
{'latitude': 37.63322171, 'longitude': 127.07787572, 'heading': 71.9, 'velocity': 1.2, 'pwml_chk': 1601, 'pwmr_chk': 1548, 'time_difference': 0.2}
{'latitude': 37.63322209, 'longitude': 127.07787702, 'heading': 71.9, 'velocity': 1.2, 'pwml_chk': 1602, 'pwmr_chk': 1547, 'time_difference': 0.2}
{'latitude': 37.63322244, 'longitude': 127.07787828, 'heading': 71.9, 'velocity': 1.1, 'pwml_chk': 1602, 'pwmr_chk': 1547, 'time_difference': 0.2}
{'latitude': 37.63322277, 'longitude': 127.07787955, 'heading': 71.8, 'velocity': 1.2, 'pwml_chk': 1602, 'pwmr_chk': 1547, 'time_difference': 0.2}
{'latitude': 37.63322309, 'longitude': 127.07788068, 'heading': 71.6, 'velocity': 1.0, 'pwml_chk': 1602, 'pwmr_chk': 1547, 'time_difference': 0.2}
{'latitude': 37.63322349, 'longitude': 127.07788192, 'heading': 71.7, 'velocity': 1.2, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322349, 'longitude': 127.07788192, 'heading': 71.7, 'velocity': 1.2, 'pwml_chk': 1604, 'pwmr_chk': 1545, 'time_difference': 0.0}
{'latitude': 37.63322389, 'longitude': 127.07788321, 'heading': 71.9, 'velocity': 1.2, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322428, 'longitude': 127.07788449, 'heading': 72.2, 'velocity': 1.2, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322468, 'longitude': 127.07788581, 'heading': 72.5, 'velocity': 1.2, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322549, 'longitude': 127.07788843, 'heading': 73.5, 'velocity': 1.2, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.4}
{'latitude': 37.63322591, 'longitude': 127.07788979, 'heading': 73.9, 'velocity': 1.3, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322624, 'longitude': 127.07789115, 'heading': 74.3, 'velocity': 1.2, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322662, 'longitude': 127.07789254, 'heading': 74.9, 'velocity': 1.3, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322694, 'longitude': 127.0778939, 'heading': 75.3, 'velocity': 1.2, 'pwml_chk': 1603, 'pwmr_chk': 1546, 'time_difference': 0.2}
{'latitude': 37.63322734, 'longitude': 127.0778953, 'heading': 75.8, 'velocity': 1.3, 'pwml_chk': 1584, 'pwmr_chk': 1565, 'time_difference': 0.2}
{'latitude': 37.63322768, 'longitude': 127.0778967, 'heading': 76.3, 'velocity': 1.2, 'pwml_chk': 1581, 'pwmr_chk': 1568, 'time_difference': 0.2}
{'latitude': 37.63322797, 'longitude': 127.07789815, 'heading': 76.6, 'velocity': 1.3, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63322797, 'longitude': 127.07789815, 'heading': 76.6, 'velocity': 1.3, 'pwml_chk': 1574, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63322832, 'longitude': 127.07789957, 'heading': 77.2, 'velocity': 1.3, 'pwml_chk': 1574, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.63322885, 'longitude': 127.07790244, 'heading': 77.5, 'velocity': 1.3, 'pwml_chk': 1574, 'pwmr_chk': 1575, 'time_difference': 0.4}
{'latitude': 37.63322914, 'longitude': 127.0779039, 'heading': 77.5, 'velocity': 1.3, 'pwml_chk': 1571, 'pwmr_chk': 1578, 'time_difference': 0.2}
{'latitude': 37.63322935, 'longitude': 127.07790535, 'heading': 77.5, 'velocity': 1.3, 'pwml_chk': 1569, 'pwmr_chk': 1580, 'time_difference': 0.2}
{'latitude': 37.63322961, 'longitude': 127.07790682, 'heading': 77.5, 'velocity': 1.3, 'pwml_chk': 1569, 'pwmr_chk': 1580, 'time_difference': 0.2}
{'latitude': 37.63322988, 'longitude': 127.0779083, 'heading': 77.4, 'velocity': 1.3, 'pwml_chk': 1569, 'pwmr_chk': 1580, 'time_difference': 0.2}
{'latitude': 37.63323011, 'longitude': 127.07790971, 'heading': 77.2, 'velocity': 1.3, 'pwml_chk': 1568, 'pwmr_chk': 1581, 'time_difference': 0.2}
{'latitude': 37.63323038, 'longitude': 127.0779112, 'heading': 77.0, 'velocity': 1.3, 'pwml_chk': 1569, 'pwmr_chk': 1580, 'time_difference': 0.2}
{'latitude': 37.63323065, 'longitude': 127.07791267, 'heading': 76.7, 'velocity': 1.3, 'pwml_chk': 1570, 'pwmr_chk': 1579, 'time_difference': 0.2}
{'latitude': 37.6332309, 'longitude': 127.07791407, 'heading': 76.5, 'velocity': 1.2, 'pwml_chk': 1570, 'pwmr_chk': 1579, 'time_difference': 0.2}
{'latitude': 37.63323119, 'longitude': 127.07791554, 'heading': 76.3, 'velocity': 1.3, 'pwml_chk': 1570, 'pwmr_chk': 1579, 'time_difference': 0.2}
{'latitude': 37.63323148, 'longitude': 127.07791692, 'heading': 76.1, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63323183, 'longitude': 127.07791842, 'heading': 76.1, 'velocity': 1.4, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63323211, 'longitude': 127.07791981, 'heading': 75.9, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63323211, 'longitude': 127.07791981, 'heading': 75.9, 'velocity': 1.2, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.0}
{'latitude': 37.63323274, 'longitude': 127.07792273, 'heading': 75.4, 'velocity': 1.3, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.4}
{'latitude': 37.63323305, 'longitude': 127.07792422, 'heading': 75.4, 'velocity': 1.3, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63323338, 'longitude': 127.07792568, 'heading': 75.3, 'velocity': 1.3, 'pwml_chk': 1572, 'pwmr_chk': 1577, 'time_difference': 0.2}
{'latitude': 37.63323369, 'longitude': 127.07792716, 'heading': 75.3, 'velocity': 1.3, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63323398, 'longitude': 127.07792867, 'heading': 75.0, 'velocity': 1.3, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63323427, 'longitude': 127.07793013, 'heading': 75.0, 'velocity': 1.3, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63323458, 'longitude': 127.07793164, 'heading': 74.8, 'velocity': 1.3, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.2}
{'latitude': 37.63323517, 'longitude': 127.07793467, 'heading': 74.2, 'velocity': 1.4, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.4}
{'latitude': 37.63323552, 'longitude': 127.07793617, 'heading': 74.1, 'velocity': 1.3, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.2}
{'latitude': 37.63323585, 'longitude': 127.07793766, 'heading': 74.0, 'velocity': 1.3, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63323611, 'longitude': 127.07793913, 'heading': 73.7, 'velocity': 1.3, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63323611, 'longitude': 127.07793913, 'heading': 73.7, 'velocity': 1.3, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.0}
{'latitude': 37.6332368, 'longitude': 127.07794204, 'heading': 73.6, 'velocity': 1.3, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.4}
{'latitude': 37.63323712, 'longitude': 127.0779435, 'heading': 73.6, 'velocity': 1.3, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.0}
{'latitude': 37.63323744, 'longitude': 127.07794495, 'heading': 73.4, 'velocity': 1.3, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.4}
{'latitude': 37.63323778, 'longitude': 127.07794644, 'heading': 73.4, 'velocity': 1.3, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.2}
{'latitude': 37.63323816, 'longitude': 127.07794798, 'heading': 73.6, 'velocity': 1.4, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.2}
{'latitude': 37.63323851, 'longitude': 127.07794945, 'heading': 73.5, 'velocity': 1.3, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.2}
{'latitude': 37.63323885, 'longitude': 127.07795095, 'heading': 73.5, 'velocity': 1.3, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.2}
{'latitude': 37.63323921, 'longitude': 127.07795249, 'heading': 73.5, 'velocity': 1.4, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.0}
{'latitude': 37.63323921, 'longitude': 127.07795249, 'heading': 73.7, 'velocity': 1.4, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.2}
{'latitude': 37.63323954, 'longitude': 127.07795403, 'heading': 73.6, 'velocity': 1.4, 'pwml_chk': 1580, 'pwmr_chk': 1569, 'time_difference': 0.2}
{'latitude': 37.63324018, 'longitude': 127.07795703, 'heading': 73.7, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63324055, 'longitude': 127.07795859, 'heading': 73.7, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.4}
{'latitude': 37.63324055, 'longitude': 127.07795859, 'heading': 73.7, 'velocity': 1.4, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.0}
{'latitude': 37.6332412, 'longitude': 127.0779616, 'heading': 73.7, 'velocity': 1.4, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.4}
{'latitude': 37.63324153, 'longitude': 127.07796317, 'heading': 73.4, 'velocity': 1.4, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.2}
{'latitude': 37.63324187, 'longitude': 127.07796467, 'heading': 73.7, 'velocity': 1.3, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.2}
{'latitude': 37.63324222, 'longitude': 127.07796619, 'heading': 73.6, 'velocity': 1.4, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63324254, 'longitude': 127.07796772, 'heading': 73.6, 'velocity': 1.4, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.0}
{'latitude': 37.63324254, 'longitude': 127.07796772, 'heading': 73.4, 'velocity': 1.4, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63324293, 'longitude': 127.07796919, 'heading': 73.5, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324329, 'longitude': 127.0779707, 'heading': 73.4, 'velocity': 1.4, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63324364, 'longitude': 127.0779722, 'heading': 73.3, 'velocity': 1.4, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324439, 'longitude': 127.07797517, 'heading': 73.1, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.4}
{'latitude': 37.63324475, 'longitude': 127.07797668, 'heading': 73.0, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324514, 'longitude': 127.07797817, 'heading': 72.8, 'velocity': 1.4, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324552, 'longitude': 127.07797968, 'heading': 72.6, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324588, 'longitude': 127.07798116, 'heading': 72.7, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324626, 'longitude': 127.07798266, 'heading': 72.5, 'velocity': 1.4, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324663, 'longitude': 127.07798414, 'heading': 72.4, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.633247, 'longitude': 127.07798564, 'heading': 72.4, 'velocity': 1.4, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.0}
{'latitude': 37.633247, 'longitude': 127.07798564, 'heading': 72.2, 'velocity': 1.4, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.6332473, 'longitude': 127.07798707, 'heading': 72.1, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.2}
{'latitude': 37.63324803, 'longitude': 127.07799001, 'heading': 71.8, 'velocity': 1.3, 'pwml_chk': 1575, 'pwmr_chk': 1574, 'time_difference': 0.4}
{'latitude': 37.63324838, 'longitude': 127.07799147, 'heading': 71.9, 'velocity': 1.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63324838, 'longitude': 127.07799147, 'heading': 71.9, 'velocity': 1.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.0}
{'latitude': 37.63324893, 'longitude': 127.0779948, 'heading': 68.3, 'velocity': 1.7, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.4}
{'latitude': 37.63324928, 'longitude': 127.07799682, 'heading': 65.0, 'velocity': 1.9, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63324977, 'longitude': 127.07799895, 'heading': 61.4, 'velocity': 2.0, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63325123, 'longitude': 127.07800339, 'heading': 54.1, 'velocity': 2.1, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.4}
{'latitude': 37.63325217, 'longitude': 127.07800559, 'heading': 50.5, 'velocity': 2.2, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63325336, 'longitude': 127.07800779, 'heading': 47.3, 'velocity': 2.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63325462, 'longitude': 127.07800993, 'heading': 44.0, 'velocity': 2.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63325603, 'longitude': 127.078012, 'heading': 40.8, 'velocity': 2.4, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63325603, 'longitude': 127.078012, 'heading': 40.8, 'velocity': 2.4, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.0}
{'latitude': 37.63325754, 'longitude': 127.07801401, 'heading': 37.4, 'velocity': 2.4, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63325917, 'longitude': 127.07801592, 'heading': 34.3, 'velocity': 2.4, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326092, 'longitude': 127.0780177, 'heading': 31.4, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.6332628, 'longitude': 127.07801939, 'heading': 28.3, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326472, 'longitude': 127.07802092, 'heading': 25.6, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63326672, 'longitude': 127.07802231, 'heading': 23.0, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.6332688, 'longitude': 127.07802364, 'heading': 20.2, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63327089, 'longitude': 127.07802481, 'heading': 17.4, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63327309, 'longitude': 127.07802586, 'heading': 14.8, 'velocity': 2.6, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 40.2}
{'latitude': 37.63327533, 'longitude': 127.07802678, 'heading': 12.3, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63327993, 'longitude': 127.07802826, 'heading': 7.0, 'velocity': 2.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.4}
{'latitude': 37.63328226, 'longitude': 127.07802881, 'heading': 4.5, 'velocity': 2.6, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63328463, 'longitude': 127.07802926, 'heading': 1.7, 'velocity': 2.6, 'pwml_chk': 1388, 'pwmr_chk': 1761, 'time_difference': 0.2}
{'latitude': 37.63328702, 'longitude': 127.07802949, 'heading': 359.1, 'velocity': 2.5, 'pwml_chk': 1401, 'pwmr_chk': 1748, 'time_difference': 0.2}
{'latitude': 37.63328939, 'longitude': 127.07802967, 'heading': 356.5, 'velocity': 2.6, 'pwml_chk': 1416, 'pwmr_chk': 1733, 'time_difference': 0.2}
{'latitude': 37.63329172, 'longitude': 127.07802968, 'heading': 354.1, 'velocity': 2.5, 'pwml_chk': 1416, 'pwmr_chk': 1733, 'time_difference': 0.2}
{'latitude': 37.63329405, 'longitude': 127.07802956, 'heading': 351.8, 'velocity': 2.5, 'pwml_chk': 1444, 'pwmr_chk': 1705, 'time_difference': 0.2}
