Time: 856.0265751767454, Pitch: 17.273384708280602
Time: 570.5399984180958, Pitch: 0.9700187139119123
Time: 567.6019879657565, Pitch: 0.9467813237667784
Time: 566.8644930493142, Pitch: 0.9579841780216398
Time: 565.0, Pitch: 0.7220000000000013
Time: 564.748030686965, Pitch: 0.6035744228735922
Time: 557.1591088417713, Pitch: 0.34133734048750597
Time: 777.5948482372764, Pitch: -7.817525689515293
Time: 778.5409975015482, Pitch: -7.818312412993858
Time: 777.5858191199063, Pitch: -7.704526285627598
Time: 1354.340487874772, Pitch: 0.9380780169788352
Time: 1342.4046004835768, Pitch: -0.5007418893428479
Time: 1342.296928701603, Pitch: -0.6144432911071078
Time: 1342.0815851376556, Pitch: -0.8418460946356419
Time: 1341.8272147930993, Pitch: -1.0617357501411888
Time: 1342.9309545150168, Pitch: 0.05508796785799319
Time: 1343.0324242510997, Pitch: 0.1682709198659822
Time: 1337.0, Pitch: 0.3119999999999976
Time: 1337.1693215577975, Pitch: 0.4008938178436523
Time: 1337.574362638174, Pitch: 0.6135403850413468
Time: 1338.0, Pitch: 0.8369999999999962
Time: 1338.3121384478172, Pitch: 0.9440634876012979
Time: 1333.511858656028, Pitch: 0.9607183052488111
Time: 679.0, Pitch: 18.616
Time: 634.0302541019485, Pitch: 17.50017147646284
Time: 629.9450864391274, Pitch: 17.15929621866251
Time: 618.986213582443, Pitch: 16.702977714938243
Time: 598.1954943464766, Pitch: 15.676217973512749
Time: 594.7906183065707, Pitch: 15.334069642843573
Time: 376.15513460581286, Pitch: 6.779507206278666
Time: 356.4062583231435, Pitch: 5.981705317961058
Time: 245.1559124750317, Pitch: 2.6744871182106777
Time: 119.10184383945347, Pitch: 0.16459155954186144
Time: 123.00948533799033, Pitch: 0.16472908578817425
Time: 127.01816051860936, Pitch: 0.16491676724089643
Time: 145.04363720234875, Pitch: 0.1651066365432925
Time: 158.9793287165781, Pitch: 0.16149685994984253
Time: 163.0, Pitch: 0.2959999999999994
Time: 166.99999999999994, Pitch: 0.09100000000000108
Time: 177.99999999999994, Pitch: 0.49800000000000466
Time: 181.0, Pitch: 0.28699999999999903
Time: 185.0, Pitch: 0.12199999999999989
Time: 185.70803637403066, Pitch: -0.18670385907738307
Time: 188.85154346822912, Pitch: -0.17701072486451608
Time: 192.0, Pitch: -0.12699999999999534
Time: 188.85154346822912, Pitch: -0.17701072486451608
Time: 180.96320136909168, Pitch: -0.17688354123001915
Time: 182.02227154288693, Pitch: -0.17718419204341984
Time: 184.97360978052626, Pitch: -0.176948406197603
Time: 188.85154346822912, Pitch: -0.17701072486451608
Time: 188.91890241501994, Pitch: 0.16510536588628355
Time: 188.94135539728353, Pitch: 0.27914406280322623
Time: 188.96380837954723, Pitch: 0.3931827597201547
Time: 188.96354188513294, Pitch: 0.3918292345900696
Time: 188.9632753907187, Pitch: 0.39047570945997734
Time: 185.0, Pitch: 0.12199999999999989
Time: 182.00190609554812, Pitch: 0.16497568869633028
Time: 180.99034371886546, Pitch: 0.16527292001804028
Time: 185.0, Pitch: 0.12199999999999989
Time: 188.96354188513294, Pitch: 0.3918292345900696
Time: 191.1614982334766, Pitch: 0.6234590810383835
Time: 192.7267759823846, Pitch: 0.7349563151081142
Time: 192.73165144425218, Pitch: 0.7407386128831703
Time: 198.15525036274897, Pitch: 0.9636390015828269
Time: 198.17362381286102, Pitch: 1.0776830064286216
Time: 198.19199726297313, Pitch: 1.1917270112744092
Time: 198.17362381286102, Pitch: 1.0776830064286216
Time: 197.85780850837932, Pitch: 0.7365519265950198
Time: 197.8798238205797, Pitch: 0.6225126093970985
Time: 197.90183913278008, Pitch: 0.508473292199163
Time: 198.08175656230054, Pitch: 0.5074629821996695
Time: 201.61187716419715, Pitch: 0.5084635994625799
Time: 206.27268682043604, Pitch: 0.39434113002284477
Time: 1084.922863964259, Pitch: 15.22012872120311
Time: 799.0, Pitch: 2.6510000000000034
Time: 798.9378169805896, Pitch: 2.327399566988838
Time: 755.0073807962228, Pitch: 0.848766437978739
Time: 755.0141322117927, Pitch: 0.7351266111062174
Time: 750.907049968097, Pitch: 0.6138982929891696
Time: 734.3957584137631, Pitch: 0.604662886531095
Time: 734.3904494972451, Pitch: 0.6132527134573849
Time: 734.385140580727, Pitch: 0.6218425403836676
Time: 734.382486122468, Pitch: 0.6261374538468161
Time: 734.3120950222728, Pitch: 0.7400302539626225
Time: 734.3200583970499, Pitch: 0.7271455135731841
Time: 751.0000000000002, Pitch: 0.7800000000000011
Time: 1131.5765042921644, Pitch: 6.894197204344771
Time: 1316.5591327208544, Pitch: 8.604629422936405
Time: 771.7297513829681, Pitch: -0.2934980352332275
Time: 708.9999999999998, Pitch: 1.5050000000000026
Time: 713.0, Pitch: 1.4740000000000038
Time: 732.5549484619405, Pitch: 0.40806544929421307
Time: 732.5617287931748, Pitch: 0.3961659679779572
Time: 732.4432097993431, Pitch: 0.6041668021527613
Time: 732.3783000263984, Pitch: 0.7180834536703671
Time: 732.3133902534539, Pitch: 0.83200010518798
Time: 732.3111301430426, Pitch: 0.8359665989600629
Time: 732.2349198180409, Pitch: 0.9697157193380974
Time: 729.0, Pitch: 1.216000000000001
Time: 732.1722701555079, Pitch: 1.0796658770836274
Time: 732.2371799284524, Pitch: 0.9657492255660145
Time: 732.3020897013969, Pitch: 0.8518325740484016
Time: 732.3669994743414, Pitch: 0.7379159225307887
Time: 732.4319092472858, Pitch: 0.623999271013183
Time: 732.4296491368743, Pitch: 0.6279657647852659
Time: 732.4273890264631, Pitch: 0.6319322585573488
Time: 732.4251289160516, Pitch: 0.6358987523294317
Time: 732.4228688056401, Pitch: 0.6398652461015217
Time: 732.4877785785845, Pitch: 0.525948594583916
Time: 732.5549484619405, Pitch: 0.40806544929421307
Time: 732.557208572352, Pitch: 0.40409895552212305
Time: 732.5549484619405, Pitch: 0.40806544929421307
Time: 732.2998295909854, Pitch: 0.8557990678204916
Time: 1031.807442980492, Pitch: 10.428435335202352
Time: 1040.21473883191, Pitch: 11.684523136678024
Time: 791.0, Pitch: 2.6510000000000034
Time: 790.9601628232117, Pitch: 2.443687331993523
Time: 777.0043394721163, Pitch: 2.103487420936432
Time: 747.0, Pitch: 0.9730000000000061
Time: 746.8965181178714, Pitch: 0.8482008501528355
Time: 743.0030119557055, Pitch: 0.7350796926091618
Time: 728.5945799097703, Pitch: 0.39287135017399066
Time: 728.5709278689601, Pitch: 0.6209716317485814
Time: 728.5354498077445, Pitch: 0.9631220541104568
Time: 728.5353745304133, Pitch: 0.9638480286953168
Time: 728.5352992530816, Pitch: 0.9645740032801768
Time: 728.5470499961552, Pitch: 0.8512498370777308
Time: 728.5588760165606, Pitch: 0.737199696290439
Time: 728.5707020369655, Pitch: 0.6231495555031472
Time: 728.5824527800391, Pitch: 0.5098253893007083
Time: 728.5823775027079, Pitch: 0.5105513638855612
Time: 728.5824527800391, Pitch: 0.5098253893007083
Time: 728.5825280573708, Pitch: 0.5090994147158483
Time: 728.5826786120338, Pitch: 0.5076474655461425
Time: 728.5826033347021, Pitch: 0.5083734401309954
Time: 728.5823775027079, Pitch: 0.5105513638855612
Time: 728.6060295435182, Pitch: 0.2824510823109776
Time: 728.6061048208494, Pitch: 0.2817251077261176
Time: 728.6062553755123, Pitch: 0.28027315855641177
Time: 728.6061800981811, Pitch: 0.2809991331412647
Time: 728.6060295435182, Pitch: 0.2824510823109776
Time: 728.6061048208494, Pitch: 0.2817251077261176
Time: 728.6062553755123, Pitch: 0.28027315855641177
Time: 742.7813885014018, Pitch: 0.3893412520051811
Time: 728.594805741765, Pitch: 0.39069342641943194
Time: 728.5947304644333, Pitch: 0.39141940100428485
Time: 728.5944293551074, Pitch: 0.3943232993437036
Time: 728.5825280573708, Pitch: 0.5090994147158483
Time: 728.5823775027079, Pitch: 0.5105513638855612
Time: 702.0, Pitch: 1.5560000000000045
Time: 709.0, Pitch: 1.5050000000000026
Time: 716.0, Pitch: 1.4320000000000022
Time: 728.5587254618974, Pitch: 0.7386516454601448
Time: 728.5588760165606, Pitch: 0.737199696290439
Time: 728.5591771258864, Pitch: 0.7342957979510203
Time: 743.0, Pitch: 0.7800000000000011
Time: 1103.0573383487492, Pitch: 17.49993057308066
Time: 1087.9413616994389, Pitch: 15.561890681438413
Time: 1064.9805808398473, Pitch: 13.73612213503015
Time: 1021.8256861209679, Pitch: 10.655489461566418
Time: 787.0076603471482, Pitch: 2.5575514251398346
Time: 786.960642174018, Pitch: 2.4461818735897793
Time: 768.9885859204132, Pitch: 1.873495863532895
Time: 742.2358766675352, Pitch: 0.05146726104722177
Time: 734.926057958389, Pitch: -0.06289926309338512
Time: 726.1951578904216, Pitch: 0.27594044577593024
Time: 726.1155338111431, Pitch: 0.7321067959623804
Time: 726.1151059059735, Pitch: 0.7345582646799258
Time: 726.1144640482188, Pitch: 0.7382354677562617
Time: 726.1142500956337, Pitch: 0.739461202115038
Time: 726.1140361430489, Pitch: 0.7406869364738142
Time: 726.1339421628686, Pitch: 0.6266453489271981
Time: 726.1538481826882, Pitch: 0.5126037613805892
Time: 726.1936602223274, Pitch: 0.2845205862873641
Time: 726.1938741749123, Pitch: 0.28329485192858783
Time: 692.0000000000001, Pitch: 1.4720000000000013
Time: 696.0000000000001, Pitch: 1.5230000000000032
Time: 702.0000000000001, Pitch: 1.5560000000000045
Time: 709.0, Pitch: 1.5050000000000026
Time: 713.0, Pitch: 1.4740000000000038
Time: 716.0000000000001, Pitch: 1.4320000000000022
Time: 726.0941301232293, Pitch: 0.8547285240204232
Time: 726.1343700680383, Pitch: 0.6241938802096527
Time: 726.1547039930276, Pitch: 0.507700823945477
Time: 726.1947299852517, Pitch: 0.2783919144934828
Time: 726.2146360050715, Pitch: 0.1643503269468667
Time: 726.2743540645303, Pitch: -0.17777443569296736
Time: 726.3141661041695, Pitch: -0.4058576107861924
Time: 726.294046131765, Pitch: -0.2905902888808072
Time: 726.1943020800821, Pitch: 0.2808433832110282
Time: 726.1741821076776, Pitch: 0.39611070511642765
Time: 726.1739681550927, Pitch: 0.3973364394752039
Time: 726.1737542025077, Pitch: 0.3985621738339731
Time: 726.213566242147, Pitch: 0.17047899874075512
Time: 726.2334722619667, Pitch: 0.05643741119413903
Time: 726.2734982541907, Pitch: -0.1728714982578623
Time: 726.31331029383, Pitch: -0.40095467335108737
Time: 726.3332163136496, Pitch: -0.5149962608977035
Time: 726.3730283532888, Pitch: -0.7430794359909285
Time: 726.412840392928, Pitch: -0.9711626110841536
Time: 726.4526524325673, Pitch: -1.1992457861773786
Time: 726.4725584523868, Pitch: -1.3132873737239876
Time: 726.4924644722066, Pitch: -1.4273289612705966
Time: 726.5123704920261, Pitch: -1.5413705488172127
Time: 726.5322765118458, Pitch: -1.6554121363638217
Time: 726.5521825316654, Pitch: -1.7694537239104378
Time: 726.5720885514851, Pitch: -1.8834953114570467
Time: 726.5919945713047, Pitch: -1.9975368990036628
Time: 726.6119005911244, Pitch: -2.111578486550272
Time: 726.6716186505831, Pitch: -2.453703249190106
Time: 726.6915246704026, Pitch: -2.567744836736722
Time: 726.7114306902224, Pitch: -2.681786424283331
Time: 726.7313367100419, Pitch: -2.795828011829947
Time: 726.7512427298617, Pitch: -2.909869599376556
Time: 726.7313367100419, Pitch: -2.795828011829947
Time: 726.6915246704026, Pitch: -2.567744836736722
Time: 726.5919945713047, Pitch: -1.9975368990036628
Time: 726.5121565394413, Pitch: -1.5401448144584364
Time: 726.4325324601627, Pitch: -1.0839784642719863
Time: 716.0000000000001, Pitch: 1.4320000000000022
Time: 713.0, Pitch: 1.4740000000000038
Time: 709.0, Pitch: 1.5050000000000026
Time: 721.9862294329685, Pitch: 1.6479320649502824
Time: 1030.2067642971365, Pitch: 11.798511136735485
Time: 1103.1844949376457, Pitch: 16.246802389504687
Time: 1041.2519075539517, Pitch: 10.9991381169108
Time: 832.9999999999998, Pitch: 2.1340000000000074
Time: 832.729208724809, Pitch: 1.8648334724603117
Time: 796.9999999999998, Pitch: 0.3340000000000032
Time: 783.0039540824152, Pitch: 0.27870393996413156
Time: 753.9999999999998, Pitch: 0.23700000000000188
Time: 731.087127452065, Pitch: -0.5194188201020751
Time: 727.0341251347329, Pitch: -0.405521364267841
Time: 721.8680088479862, Pitch: 0.3953326346589705
Time: 721.8680692279252, Pitch: 0.39440888197238166
Time: 721.8680994178947, Pitch: 0.39394700562908724
Time: 721.8755241525253, Pitch: 0.2803559905134563
Time: 721.875493962556, Pitch: 0.2808178668567507
Time: 721.8754637725863, Pitch: 0.2812797432000522
Time: 721.8605539233859, Pitch: 0.5093855261178888
Time: 721.8530989987858, Pitch: 0.6234384175768071
Time: 721.8382193395546, Pitch: 0.8510823241513563
Time: 721.8307644149545, Pitch: 0.9651352156102746
Time: 716.0, Pitch: 1.4320000000000022
Time: 713.0, Pitch: 1.4740000000000038
Time: 713.0043825224463, Pitch: 1.5341062953530624
Time: 713.0293301931285, Pitch: 1.8762635987574896
Time: 713.0376460833559, Pitch: 1.990316033225632
Time: 713.0459619735834, Pitch: 2.1043684676937815
Time: 713.0542778638105, Pitch: 2.218420902161924
Time: 718.8766642886558, Pitch: 2.2189757519433897
Time: 719.1080806508762, Pitch: 2.2183331560707416
Time: 721.7712457780306, Pitch: 1.8757108419084645
Time: 721.7861556272312, Pitch: 1.6476050589906208
Time: 721.7787007026309, Pitch: 1.761657950449539
Time: 721.7861556272312, Pitch: 1.6476050589906208
Time: 721.7861858172005, Pitch: 1.6471431826473264
Time: 721.7862461971397, Pitch: 1.6462194299607376
Time: 721.7787912725394, Pitch: 1.7602723214196487
Time: 721.7713363479393, Pitch: 1.8743252128785741
Time: 721.763881423339, Pitch: 1.9883781043374995
Time: 721.7564264987386, Pitch: 2.1024309957964107
Time: 721.7564566887081, Pitch: 2.1019691194531163
Time: 721.7490017641078, Pitch: 2.2160220109120417
Time: 734.9999999999998, Pitch: 0.9730000000000061
Time: 730.8425072281264, Pitch: 0.4985604166619808
Time: 721.8756147224337, Pitch: 0.278970361483573
Time: 721.8382193395546, Pitch: 0.8510823241513563
Time: 721.8382495295241, Pitch: 0.8506204478080548
Time: 1013.697526611372, Pitch: 9.060416205140513
Time: 1017.7027331027155, Pitch: 9.28956329033079
Time: 1079.6198182192365, Pitch: 10.54388312941056
Time: 1180.4612079137084, Pitch: 12.026632944359761
Time: 1148.4483490275627, Pitch: 10.430220247173857
Time: 184.00000000000006, Pitch: 18.707
Time: 244.79884021432548, Pitch: 19.21227204567809
